Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_271_7_0	omega_271_7	e5e067615cb683203f4b3e2dfc2578a5	0.858	0.548	0.309	1.397	0.842	0.554	1.023	0.611	0.412	712.896
omega_1145_22_0	omega_1145_22	56159a78560df269d4d93e7080bf8ac0	0.858	0.624	0.234	1.232	0.852	0.38	1.078	0.699	0.379	819.894
omega_406_1_0	omega_406_1	80fbf1f49aa0b6dc08c8bfc462117811	0.858	0.612	0.246	1.229	0.793	0.436	1.089	0.728	0.36	858.513
omega_909_22_0	omega_909_22	d015d3263d1292377f18b40d771bf666	0.857	0.561	0.297	1.274	0.759	0.515	1.094	0.682	0.412	803.073
omega_502_32_0	omega_502_32	6b1322d067f63317ceb43573883fb66b	0.857	0.644	0.214	1.078	0.74	0.338	1.198	0.831	0.367	991.147
omega_1297_46_0	omega_1297_46	75701ee5c9a93fbc53d3ed6c97884523	0.857	0.553	0.304	1.18	0.722	0.458	1.178	0.702	0.476	830.409
omega_1408_6_0	omega_1408_6	accaab1e636ba44834bd35310fcbf177	0.857	0.592	0.266	1.188	0.759	0.43	1.139	0.729	0.41	860.788
omega_1879_5_0	omega_1879_5	b04ceffc8659dba2204ef832cf271496	0.857	0.572	0.285	1.208	0.739	0.469	1.138	0.716	0.422	846.22
omega_1361_2_0	omega_1361_2	f0ed5f508a542bb4dd8f193eff1c9337	0.857	0.618	0.239	1.244	0.838	0.406	1.069	0.702	0.367	823.879
omega_516_30_0	omega_516_30	8b4148fcccb057b93c8b8c15706cdd2a	0.857	0.538	0.319	1.182	0.782	0.4	1.243	0.633	0.61	741.458
omega_1158_33_0	omega_1158_33	c6fc45b1d921caf8e26c95d71620c1c4	0.855	0.642	0.214	1.12	0.793	0.327	1.152	0.771	0.381	912.136
omega_1597_3_0	omega_1597_3	d44f92c73a474840917d8c31f608fee2	0.855	0.593	0.262	1.2	0.782	0.418	1.124	0.71	0.413	837.019
omega_1362_7_0	omega_1362_7	11d76493ccb1ae9b0490d8f3211591b0	0.855	0.598	0.257	1.227	0.777	0.45	1.097	0.722	0.376	851.177
omega_348_9_0	omega_348_9	a438c76224c8c9af5f14901a9ed755b9	0.855	0.645	0.211	1.239	0.83	0.408	1.046	0.742	0.303	873.946
omega_879_39_0	omega_879_39	a9d2de8aeffccf7bbb268f48c35ba9ac	0.855	0.625	0.23	1.162	0.785	0.377	1.125	0.755	0.371	891.887
omega_1250_12_0	omega_1250_12	b1c8ddc9d5a98f9c0873056e69c3c755	0.855	0.563	0.292	1.075	0.737	0.337	1.391	0.704	0.688	831.244
omega_694_38_0	omega_694_38	0b2bde550e86a4e57e41220ce354a7c5	0.855	0.615	0.24	1.221	0.811	0.41	1.084	0.718	0.366	845.034
omega_1351_42_0	omega_1351_42	65e4f34f599f8faecd486710854aefd0	0.855	0.627	0.227	1.185	0.808	0.377	1.102	0.737	0.365	868.58
omega_114_26_0	omega_114_26	63e85268393327b2c634a32f9e9da2f9	0.855	0.625	0.229	1.199	0.806	0.393	1.091	0.736	0.355	867.445
omega_1639_21_0	omega_1639_21	fd96dca6f0216d4a5b1ee00ce7f8c8e1	0.855	0.511	0.343	1.039	0.666	0.374	1.496	0.688	0.808	816.803
omega_1876_5_0	omega_1876_5	ea636eadcf9862b79c8c57b8130eb275	0.854	0.528	0.327	1.122	0.65	0.472	1.252	0.737	0.515	879.607
omega_2158_1_0	omega_2158_1	e6170f71a26b48c30395200774cb4d85	0.854	0.536	0.319	1.163	0.775	0.389	1.273	0.635	0.638	744.284
omega_1249_12_0	omega_1249_12	fe2c1ac7eead22f02f3028e4f2b983b4	0.854	0.622	0.232	1.322	0.88	0.441	1.008	0.68	0.328	795.057
omega_1835_10_0	omega_1835_10	ef1b2158b5875d666a6046fa8944fc61	0.854	0.587	0.267	1.09	0.692	0.397	1.243	0.794	0.45	947.472
omega_926_3_0	omega_926_3	098f3fccb8b8420df6ab219d02b75b12	0.854	0.564	0.29	1.245	0.751	0.495	1.106	0.694	0.412	818.57
omega_1607_20_0	omega_1607_20	3faad9b0ed8cb1fd2ff03964d1382526	0.854	0.59	0.264	1.292	0.831	0.461	1.052	0.67	0.382	785.072
omega_1502_23_0	omega_1502_23	e8119da7ff5105850f9be044da73e3ba	0.854	0.555	0.299	1.339	0.789	0.55	1.047	0.651	0.396	763.178
omega_746_1_0	omega_746_1	a4cbc1d29c46fc24651e76d0b1e8a1b1	0.853	0.523	0.33	1.109	0.615	0.494	1.277	0.778	0.499	935.077
omega_1931_24_0	omega_1931_24	18f9ff14dc7becb02db9f1f3372fa5e5	0.853	0.571	0.283	1.199	0.793	0.407	1.152	0.671	0.481	787.439
omega_1565_5_0	omega_1565_5	e62c610d0add7dfdf6df2a8fef36fd66	0.853	0.622	0.232	1.22	0.824	0.396	1.075	0.717	0.358	842.499
omega_2145_6_0	omega_2145_6	2eed9345dbd4d21e1d8b235ef61ef7f3	0.853	0.539	0.313	1.474	0.827	0.648	0.986	0.608	0.378	709.817
omega_1274_25_0	omega_1274_25	50ae0dae7125b6e9f0f0a7e319c08850	0.853	0.559	0.294	1.28	0.794	0.485	1.08	0.654	0.426	766.708
omega_756_45_0	omega_756_45	9d9b48624b8c31db7a67c97564c37c7e	0.853	0.547	0.305	1.4	0.801	0.599	1.018	0.634	0.384	742.063
omega_776_16_0	omega_776_16	fdf6cc16f6d8392800eae9dec331dd4f	0.852	0.518	0.335	1.107	0.634	0.474	1.272	0.739	0.533	882.875
omega_445_9_0	omega_445_9	196e8970472206a0a24ac4b0f919db82	0.852	0.584	0.269	1.146	0.766	0.38	1.189	0.71	0.478	837.61
omega_1653_10_0	omega_1653_10	44e1b4aead3578ece835604dc42d86df	0.852	0.637	0.215	1.231	0.872	0.359	1.052	0.703	0.349	823.833
omega_665_4_0	omega_665_4	73e34e317b94d582278c99ad3f444f30	0.852	0.573	0.279	1.124	0.719	0.405	1.211	0.739	0.473	876.186
omega_1536_49_0	omega_1536_49	2007c12392420347a6f7717b91a0b5ea	0.852	0.554	0.298	1.263	0.786	0.478	1.095	0.653	0.442	766.198
omega_1990_23_0	omega_1990_23	87316247df621bef9b63a1512d53915f	0.852	0.529	0.323	1.332	0.749	0.583	1.062	0.642	0.42	754.303
omega_1918_1_0	omega_1918_1	45fb42df63fdefac27f9afee35fda60b	0.851	0.65	0.201	1.151	0.806	0.346	1.096	0.771	0.325	911.023
omega_857_28_0	omega_857_28	d42e50f196bf07da4b3f529c1f761a06	0.851	0.523	0.328	1.414	0.795	0.619	1.015	0.605	0.411	706.443
omega_381_42_0	omega_381_42	d5483d25dd22831b1ea29c3f8943183d	0.851	0.653	0.198	1.279	0.913	0.367	0.997	0.696	0.301	813.561
omega_2186_47_0	omega_2186_47	99a95c40468545a0685693227a45908c	0.851	0.669	0.182	1.189	0.866	0.324	1.039	0.747	0.293	877.589
omega_2048_4_0	omega_2048_4	843b8825226c635336643662f29cab91	0.851	0.527	0.324	1.325	0.811	0.515	1.067	0.601	0.466	701.427
omega_212_14_0	omega_212_14	b175bb94e7085a3a49f9b3a6bc8c6740	0.851	0.55	0.301	1.095	0.685	0.41	1.266	0.736	0.53	875.733
omega_945_27_0	omega_945_27	328266c367bc15393f946a377f17b0c3	0.851	0.558	0.293	1.192	0.723	0.469	1.148	0.709	0.438	839.068
omega_1316_48_0	omega_1316_48	dfa2d9763d431eded6d4d9f6c40a1729	0.851	0.572	0.279	1.222	0.784	0.438	1.113	0.679	0.435	797.66
omega_453_5_0	omega_453_5	2493182f24dc8b2b15e2dc517edbd4d2	0.851	0.633	0.218	1.053	0.751	0.302	1.24	0.801	0.439	951.832
omega_1364_9_0	omega_1364_9	bf554fd67ef5b930c90aa552a0337d70	0.851	0.537	0.314	1.178	0.691	0.486	1.176	0.706	0.469	837.028
omega_2134_32_0	omega_2134_32	1f761f2c882af77d2516ab5bc1853674	0.851	0.592	0.259	1.233	0.804	0.43	1.086	0.692	0.394	812.879
omega_2128_10_0	omega_2128_10	31ff311b77c900b16dffc115c392e79c	0.85	0.611	0.239	1.258	0.816	0.442	1.052	0.709	0.343	833.085
omega_1832_26_0	omega_1832_26	06eff585bc8a7a7ed12a4d5a2d882b69	0.85	0.546	0.304	1.194	0.72	0.475	1.152	0.694	0.458	820.397
omega_547_37_0	omega_547_37	9021bbb10237cf89d3de8f89835dce41	0.85	0.631	0.22	1.079	0.737	0.342	1.194	0.813	0.381	968.491
omega_1474_9_0	omega_1474_9	0647546ff5ac9bf639b483e80edd1847	0.85	0.528	0.323	1.12	0.736	0.383	1.322	0.65	0.672	765.29
omega_2135_34_0	omega_2135_34	4a215fb5b27542af10c17d19df2e8f4c	0.85	0.532	0.318	1.367	0.801	0.566	1.034	0.614	0.42	717.149
omega_2131_11_0	omega_2131_11	9e54fea003d59e20ba08e78843264186	0.85	0.597	0.253	1.174	0.777	0.397	1.131	0.72	0.411	848.883
omega_1967_26_0	omega_1967_26	d2b1c3291c146264a41cc089664bfcec	0.849	0.538	0.312	1.261	0.78	0.481	1.104	0.634	0.47	742.794
omega_1728_5_0	omega_1728_5	eabf426b535d145c08e8d913a6083580	0.849	0.604	0.245	1.126	0.761	0.365	1.173	0.745	0.428	881.343
omega_1826_17_0	omega_1826_17	f5390af446f15fab49b38efd6d9588c0	0.849	0.626	0.223	1.242	0.834	0.408	1.045	0.716	0.329	841.282
omega_1733_40_0	omega_1733_40	cec18e413023617087ad34be5ecbf256	0.849	0.566	0.283	1.192	0.746	0.446	1.137	0.702	0.435	828.625
omega_1329_39_0	omega_1329_39	896b7038c453fbcd09e34d53ab776524	0.849	0.512	0.337	1.414	0.788	0.626	1.016	0.594	0.422	693.714
omega_26_14_0	omega_26_14	0a9e85253bbe452384d046b648b62e39	0.849	0.659	0.19	1.217	0.828	0.389	1.034	0.763	0.271	899.177
omega_1519_6_0	omega_1519_6	1f72efd8807b6a6aa3fd19353dad8b29	0.848	0.564	0.284	1.282	0.753	0.529	1.073	0.692	0.381	815.906
omega_98_47_0	omega_98_47	aab7e86760b98d3a8439d6743c350e41	0.848	0.601	0.247	1.412	0.915	0.497	0.966	0.637	0.33	741.301
omega_1605_21_0	omega_1605_21	3d06d2dd59a7835b09a3d4ea2e1d4995	0.848	0.641	0.207	1.179	0.793	0.386	1.079	0.77	0.309	910.027
omega_1125_46_0	omega_1125_46	cffaed76d9d0df8c4303b14b57ac23c5	0.848	0.508	0.34	1.182	0.683	0.5	1.181	0.666	0.515	787.29
omega_1138_13_0	omega_1138_13	c64bd0e6faaf408823a40d1ab53823c5	0.848	0.639	0.209	1.071	0.766	0.306	1.193	0.795	0.398	942.807
omega_1163_1_0	omega_1163_1	68e735777af167c0e8465bc75644ed0b	0.848	0.607	0.241	1.299	0.896	0.403	1.028	0.653	0.375	762.028
omega_655_6_0	omega_655_6	dafb420c497486aa5eae449f6e96f5e2	0.848	0.567	0.281	1.357	0.819	0.539	1.019	0.649	0.37	759.388
omega_2010_28_0	omega_2010_28	a9db1fdca4bcc1d2659c0dcb142857e8	0.848	0.567	0.281	1.473	0.881	0.592	0.963	0.613	0.349	714.379
omega_2150_11_0	omega_2150_11	e2ca13d854fe9ed67d47f9e33f809225	0.848	0.53	0.318	1.311	0.735	0.576	1.07	0.655	0.415	771.381
omega_199_25_0	omega_199_25	a3b445337cfc3b68afaa556113c730b9	0.848	0.581	0.266	1.263	0.792	0.471	1.066	0.686	0.38	806.434
omega_564_28_0	omega_564_28	2ac00f4122428f2dd594770182a41e55	0.848	0.554	0.294	1.392	0.825	0.567	1.006	0.628	0.378	733.581
omega_94_50_0	omega_94_50	9103a0668417db02086215c7ae8bcbda	0.847	0.612	0.235	1.117	0.741	0.375	1.166	0.778	0.387	924.274
omega_1594_11_0	omega_1594_11	55c7e077ebd430a3c0a6021e01f5f78f	0.847	0.554	0.294	1.199	0.759	0.441	1.141	0.672	0.469	790.523
omega_2067_34_0	omega_2067_34	ad1e6d2e3814e0141a6dfdece7706ef5	0.847	0.552	0.295	1.298	0.764	0.534	1.063	0.666	0.397	782.969
omega_1834_10_0	omega_1834_10	9bdfe68c52a08c5d1966a930dfd35037	0.847	0.525	0.322	1.309	0.737	0.571	1.071	0.646	0.424	760.022
omega_2068_34_0	omega_2068_34	b7db934ed3bdcf88226cfa9480d67b4a	0.847	0.539	0.308	1.146	0.69	0.457	1.198	0.711	0.487	843.226
omega_1377_2_0	omega_1377_2	42e0172405cd08db6439ecc10be7caef	0.847	0.552	0.295	1.141	0.708	0.433	1.195	0.715	0.48	846.893
omega_861_17_0	omega_861_17	f349899f3be2007543ba1ebdfb36f37a	0.847	0.54	0.306	1.329	0.81	0.519	1.047	0.619	0.428	722.937
omega_605_42_0	omega_605_42	bd16118c99e177704f1e02fca11cfb60	0.847	0.546	0.301	1.096	0.67	0.426	1.252	0.747	0.505	890.097
omega_728_19_0	omega_728_19	15ac6ba54cd20c54edd4f370bc750a71	0.846	0.539	0.308	1.029	0.67	0.358	1.419	0.733	0.686	872.372
omega_1192_49_0	omega_1192_49	5cb1dbc6fe6c4d3a6e42298b7d51b5ef	0.846	0.533	0.313	1.214	0.726	0.488	1.134	0.668	0.466	787.489
omega_174_35_0	omega_174_35	516ee6f1c2baf1530f20f7e66184278b	0.846	0.547	0.3	1.324	0.786	0.538	1.046	0.642	0.403	753.005
omega_786_21_0	omega_786_21	59fdd5d9e0303872b6941bef9c9f3592	0.846	0.596	0.25	1.227	0.799	0.428	1.077	0.701	0.376	824.444
omega_904_44_0	omega_904_44	58a1080262ff10b8a89a67fd5d4d0c1c	0.846	0.615	0.232	1.254	0.865	0.389	1.044	0.68	0.364	795.425
omega_830_23_0	omega_830_23	ad65605a585c885d4621cf7ad92d2387	0.846	0.542	0.304	1.332	0.815	0.517	1.043	0.618	0.425	722.193
omega_2106_20_0	omega_2106_20	d52405a8eda6afc72759365ff7b934f5	0.846	0.525	0.321	1.213	0.738	0.475	1.142	0.646	0.496	759.744
omega_871_8_0	omega_871_8	ee6336eb149f8f90d443b81ee32cd5e6	0.846	0.575	0.271	1.192	0.78	0.412	1.128	0.686	0.442	807.089
omega_965_50_0	omega_965_50	7ce41c0a3f5696147cd14061e958b2ea	0.846	0.523	0.322	1.05	0.629	0.421	1.336	0.757	0.579	906.522
omega_1227_39_0	omega_1227_39	0a1f4eb723dfde481eb87ea2fe250d03	0.846	0.562	0.283	1.152	0.737	0.415	1.175	0.704	0.472	831.292
omega_1692_19_0	omega_1692_19	0e4bd49c6851b0b02ab6504caeed23c6	0.846	0.579	0.267	1.296	0.852	0.444	1.044	0.644	0.401	751.862
omega_1505_32_0	omega_1505_32	96c863a3d830eda76716cbbe5debab9e	0.846	0.515	0.331	1.105	0.707	0.399	1.315	0.655	0.66	772.157
omega_119_15_0	omega_119_15	1723c869fcc4a91d6551c0ea4aa82436	0.845	0.553	0.292	1.232	0.741	0.49	1.105	0.685	0.42	808.051
omega_766_49_0	omega_766_49	9f2ae060f5e1918be129a0e5a7e3e44e	0.845	0.541	0.304	1.172	0.718	0.454	1.166	0.687	0.479	812.137
omega_185_18_0	omega_185_18	24556e2062986b31a8a5574e21e99734	0.845	0.642	0.203	1.124	0.774	0.35	1.115	0.791	0.325	937.292
omega_2143_13_0	omega_2143_13	5a48ddec51389c55e09d169500d441f0	0.845	0.647	0.198	1.166	0.834	0.332	1.071	0.743	0.329	874.285
omega_923_45_0	omega_923_45	9d0394dcebb23b9cec7f764c492449e2	0.845	0.69	0.155	1.316	0.961	0.355	0.925	0.71	0.215	828.658
omega_1143_15_0	omega_1143_15	7a31d9dbaa557862bdd556086223b010	0.845	0.544	0.301	1.067	0.708	0.359	1.35	0.701	0.649	829.523
omega_1012_25_0	omega_1012_25	3c5a4495d7b30fe2e8721cba5e722cb5	0.844	0.533	0.312	1.109	0.702	0.407	1.26	0.688	0.572	813.826
omega_1449_1_0	omega_1449_1	55eda13348403142d9d56c4d9765a1bf	0.844	0.541	0.303	1.125	0.701	0.423	1.218	0.704	0.514	833.789
omega_2148_46_0	omega_2148_46	5227c7cff4a786c61eabc514ea8f2198	0.844	0.61	0.234	1.163	0.802	0.361	1.118	0.718	0.399	845.703
omega_955_9_0	omega_955_9	8e03683a922f58cdcf07031a9f5f2ea7	0.844	0.517	0.327	1.16	0.688	0.472	1.191	0.674	0.517	797.467
omega_579_1_0	omega_579_1	32a30bf4ac53b80392bf07bd13668c84	0.844	0.628	0.216	1.206	0.816	0.39	1.057	0.732	0.325	861.299
omega_1096_30_0	omega_1096_30	1c36a734f46b53f5c3fef2f2b1308574	0.843	0.591	0.252	1.432	0.93	0.502	0.955	0.619	0.336	719.398
omega_1111_15_0	omega_1111_15	7a20407326211a4610540226e6d2ec87	0.843	0.591	0.252	1.134	0.745	0.389	1.159	0.741	0.417	877.444
omega_1501_9_0	omega_1501_9	763ae19cce43ced3b22358a72f9e6752	0.843	0.59	0.253	1.202	0.792	0.409	1.097	0.698	0.399	821.548
omega_186_34_0	omega_186_34	57ff550dbf5cdbf0070ef1a13745b5d8	0.843	0.634	0.209	1.235	0.871	0.363	1.03	0.699	0.331	818.745
omega_1095_36_0	omega_1095_36	513989e1749560f0feeb361d26c651e2	0.843	0.592	0.251	1.312	0.826	0.486	1.018	0.677	0.342	793.395
omega_410_32_0	omega_410_32	699dbf2c3fd07ccc860f67fa9adec271	0.843	0.541	0.302	1.211	0.701	0.51	1.128	0.702	0.426	831.758
omega_2076_34_0	omega_2076_34	7f08b3e67974dcac8c567e4eef829d04	0.843	0.57	0.273	1.391	0.888	0.502	0.988	0.614	0.375	714.259
omega_1851_27_0	omega_1851_27	08701a0353d7c08e034a3c4f3e8ceff8	0.843	0.63	0.212	1.14	0.802	0.339	1.11	0.747	0.363	880.63
omega_1873_30_0	omega_1873_30	fe9bb9d355ddf616e6757536e134d48b	0.842	0.54	0.302	1.262	0.801	0.461	1.092	0.624	0.468	730.091
omega_1521_15_0	omega_1521_15	522fc7911de7dbc81bac75912bfc52f7	0.842	0.476	0.366	1.261	0.647	0.614	1.119	0.643	0.476	760.877
omega_498_47_0	omega_498_47	8e0742d068de51ffc74ba431f04edfb4	0.842	0.535	0.308	1.22	0.764	0.456	1.127	0.641	0.486	751.745
omega_1356_39_0	omega_1356_39	292e760c8a463261e33a394d89a7cef4	0.842	0.557	0.285	1.243	0.778	0.465	1.087	0.663	0.424	778.135
omega_1392_2_0	omega_1392_2	894f34b5cc48204e2338fd24902c5571	0.842	0.472	0.37	1.224	0.671	0.553	1.142	0.614	0.528	724.235
omega_14_12_0	omega_14_12	04ea8de69a85316dd74a4c946cf4c432	0.842	0.551	0.29	1.15	0.812	0.338	1.305	0.632	0.672	739.286
omega_1761_2_0	omega_1761_2	a1b00ff3820d59514d1d4f9eb75b8b29	0.842	0.55	0.291	1.205	0.83	0.375	1.186	0.621	0.566	724.647
omega_2088_5_0	omega_2088_5	b5ccfb8d61afad969f53ddecc58d69e8	0.842	0.542	0.3	1.246	0.735	0.511	1.094	0.673	0.421	793.837
omega_815_29_0	omega_815_29	58bcded27c1122391c39c28b47031584	0.842	0.637	0.205	1.17	0.793	0.377	1.073	0.763	0.31	902.092
omega_1468_16_0	omega_1468_16	8a8b2506a75961a3e864a77b42521478	0.841	0.541	0.301	1.182	0.739	0.443	1.152	0.668	0.484	787.03
omega_1935_30_0	omega_1935_30	131c98d5ab8d3cdafd6f99d7edde31c9	0.841	0.545	0.296	1.172	0.729	0.443	1.156	0.684	0.472	806.838
omega_247_17_0	omega_247_17	89ec815cdcb9b1db31edddd9619a7718	0.841	0.544	0.297	1.137	0.668	0.47	1.193	0.746	0.447	888.946
omega_1657_39_0	omega_1657_39	cd3d81b62e7016140d15892b1152bff8	0.841	0.719	0.121	1.084	0.875	0.209	1.027	0.802	0.225	944.761
omega_301_40_0	omega_301_40	f6e6422800d7446dec53622ef21b6ee0	0.841	0.499	0.342	1.268	0.694	0.574	1.097	0.639	0.458	753.716
omega_958_4_0	omega_958_4	8d65609059579fbbf19c129d65cee735	0.84	0.673	0.168	1.173	0.873	0.3	1.021	0.745	0.276	875.286
omega_1027_50_0	omega_1027_50	1867b43a4c052256ccab030e7175ed70	0.84	0.57	0.271	1.126	0.713	0.413	1.179	0.74	0.44	877.55
omega_129_41_0	omega_129_41	8d5e899049e0a2bf1c31f0e5f87b3f17	0.84	0.531	0.309	1.197	0.727	0.47	1.138	0.664	0.474	782.695
omega_375_1_0	omega_375_1	ac84b82448c39e5dbac3881a2d6cfbe5	0.84	0.71	0.13	1.144	0.889	0.255	0.989	0.779	0.21	916.388
omega_551_41_0	omega_551_41	38763942168890545d8cd311d2b851fb	0.84	0.609	0.231	1.113	0.745	0.369	1.151	0.77	0.381	913.99
omega_886_13_0	omega_886_13	0f8278dae619c10f7ef8fcda98e77ee6	0.84	0.613	0.226	1.204	0.822	0.382	1.064	0.707	0.357	831.346
omega_1120_45_0	omega_1120_45	cfcc4e210b877cf754cd0271f7d6b3be	0.84	0.53	0.309	1.267	0.735	0.532	1.081	0.656	0.425	772.112
omega_788_22_0	omega_788_22	879817ddc92959331275bb87c5a3ef9d	0.839	0.545	0.294	1.234	0.763	0.472	1.095	0.657	0.438	771.642
omega_320_1_0	omega_320_1	6e1375f4e9653681d7183d4f4fe75511	0.839	0.527	0.313	1.185	0.713	0.472	1.149	0.668	0.481	788.284
omega_842_1_0	omega_842_1	2009a2dfd40aeea35327566eac0e0d8f	0.838	0.659	0.18	1.26	0.878	0.382	0.979	0.725	0.254	850.248
omega_1016_13_0	omega_1016_13	45ed3f124e0a361e2810b1b743e6a64a	0.838	0.526	0.312	1.169	0.695	0.474	1.162	0.684	0.478	809.226
omega_151_10_0	omega_151_10	e10c4f19a1969e274a1bf1e52f11992c	0.838	0.576	0.262	1.187	0.756	0.431	1.109	0.708	0.401	835.095
omega_303_43_0	omega_303_43	0d4028744a08c7530beeb34c0c653e5b	0.838	0.536	0.302	1.176	0.718	0.457	1.15	0.678	0.472	800.725
omega_492_37_0	omega_492_37	6ce4e698d51537fda83da745fd5cd744	0.838	0.553	0.284	1.166	0.73	0.436	1.146	0.696	0.45	822.164
omega_1524_30_0	omega_1524_30	a52862e50bb41d344a690dfca70caebc	0.838	0.597	0.241	1.207	0.811	0.396	1.074	0.693	0.38	814.375
omega_1014_43_0	omega_1014_43	8fbf18bb1e1c930e9595bf222c27df83	0.838	0.588	0.25	1.116	0.737	0.38	1.166	0.745	0.422	882.203
omega_428_35_0	omega_428_35	bbd99fdd7dcb0f8c8cedbfd63bc59fff	0.838	0.606	0.232	1.257	0.858	0.4	1.029	0.674	0.355	788.276
omega_409_23_0	omega_409_23	6363394dd7dd6742e74464cd0e4c4992	0.837	0.54	0.297	1.184	0.73	0.454	1.138	0.675	0.463	795.365
omega_5_29_0	omega_5_29	500735d1624651a9ade3e7fb54f3183e	0.837	0.664	0.174	1.262	0.907	0.354	0.966	0.712	0.254	832.914
omega_431_3_0	omega_431_3	ca8ca11fcb4d8d726fd574b5281f67b4	0.837	0.541	0.296	1.403	0.905	0.498	0.996	0.574	0.422	665.673
omega_232_30_0	omega_232_30	821b330a1c532452d11f818a08c1551f	0.837	0.508	0.329	1.237	0.741	0.496	1.113	0.618	0.495	724.537
omega_22_33_0	omega_22_33	f182a0e41ea5453648a7ee29c4024341	0.837	0.593	0.244	1.141	0.755	0.386	1.133	0.734	0.399	867.748
omega_399_3_0	omega_399_3	7d6d1fbe68abc61818225091f69dbf29	0.837	0.523	0.314	1.252	0.692	0.56	1.098	0.682	0.416	806.991
omega_423_43_0	omega_423_43	34f7029cacabf6ff3e00bd521eb3377b	0.837	0.701	0.135	1.28	0.964	0.316	0.912	0.72	0.192	840.785
omega_1410_4_0	omega_1410_4	8f80b9c468fefb84f0867fb30e97fd83	0.837	0.507	0.33	1.396	0.775	0.621	1.007	0.595	0.412	695.282
omega_1660_46_0	omega_1660_46	a019546bd0854df6914564aeb6c030f0	0.836	0.51	0.326	1.106	0.637	0.469	1.236	0.72	0.517	858.32
omega_1890_20_0	omega_1890_20	c05f56466d1b3c5da1ad25bb4675168c	0.836	0.547	0.29	1.276	0.771	0.505	1.057	0.653	0.404	766.321
omega_1295_8_0	omega_1295_8	9f9eba45e9f42ef33a74cecba515d043	0.836	0.596	0.24	1.068	0.743	0.325	1.231	0.751	0.48	889.553
omega_1288_1_0	omega_1288_1	a6367dbea859f39c41ea6878761fff29	0.836	0.547	0.289	0.964	0.673	0.292	1.712	0.746	0.965	889.295
omega_1708_19_0	omega_1708_19	a1d60414b52c773b23f7bbb92d478d26	0.836	0.646	0.19	1.127	0.809	0.317	1.084	0.763	0.321	900.215
omega_2074_9_0	omega_2074_9	c24eece0cd38ef8c82fae7683920f4bc	0.836	0.607	0.229	1.223	0.81	0.413	1.048	0.708	0.339	832.835
omega_2041_28_0	omega_2041_28	20a0dba0288a228ada98a1410e09e20d	0.836	0.625	0.21	1.069	0.756	0.314	1.175	0.784	0.39	930.416
omega_371_5_0	omega_371_5	d418570190b94ba127c6f62b3fbd2040	0.836	0.617	0.219	1.268	0.872	0.396	1.007	0.678	0.329	793.638
omega_472_49_0	omega_472_49	11bd1b060d7ce3856ac24924943748f6	0.836	0.559	0.277	1.104	0.753	0.352	1.249	0.685	0.564	807.309
omega_55_17_0	omega_55_17	e924a9b9247f250cd0560fbc58b4a9cd	0.836	0.656	0.18	1.056	0.787	0.27	1.148	0.798	0.351	945.394
omega_282_47_0	omega_282_47	523a4e729b83a308a522158802f45348	0.836	0.631	0.205	1.221	0.855	0.367	1.024	0.706	0.317	828.609
omega_654_1_0	omega_654_1	3f847f39f5f66042a5373df7a139b2b5	0.835	0.596	0.239	1.134	0.78	0.354	1.141	0.717	0.424	844.963
omega_542_45_0	omega_542_45	7c5b31279e5ced7f204f2de600edff0e	0.835	0.514	0.321	1.212	0.665	0.547	1.131	0.694	0.437	823.698
omega_180_26_0	omega_180_26	1074993166f91b4f5349bd3344eef0d3	0.835	0.598	0.237	1.128	0.775	0.352	1.143	0.724	0.419	854.208
omega_775_7_0	omega_775_7	02ff9b3a87ac446158b0a1a938d24a92	0.835	0.551	0.284	1.462	0.914	0.548	0.952	0.582	0.371	675.004
omega_286_49_0	omega_286_49	89b2d162aca7d72d8de8b0083bf92e42	0.835	0.57	0.266	1.109	0.735	0.373	1.196	0.716	0.479	846.889
omega_250_45_0	omega_250_45	876b01d5b5722c460e8961ee2c481a39	0.835	0.515	0.32	1.133	0.673	0.459	1.2	0.687	0.513	814.596
omega_610_28_0	omega_610_28	6ae9e7e69a23280abba87cb32d879393	0.835	0.633	0.202	1.31	0.889	0.421	0.967	0.688	0.279	804.202
omega_1775_47_0	omega_1775_47	a7da98602547ead29fd23abaefa79d57	0.835	0.591	0.244	1.245	0.802	0.444	1.044	0.692	0.352	813.28
omega_596_12_0	omega_596_12	992bd630266b78fcc6a0e79513c288e4	0.835	0.529	0.306	1.209	0.761	0.448	1.125	0.634	0.492	743.236
omega_1046_24_0	omega_1046_24	48c5dde81cf1d1b8a3315b30bc5cf4b6	0.835	0.506	0.329	1.522	0.783	0.739	0.96	0.588	0.372	687.368
omega_540_44_0	omega_540_44	7270dd3541a518689bb921f5fc0ae0fd	0.834	0.687	0.147	1.086	0.801	0.284	1.063	0.828	0.235	982.454
omega_631_18_0	omega_631_18	ef725e02e6cf60a95214b42086b195a5	0.834	0.59	0.245	1.444	0.914	0.53	0.937	0.624	0.313	726.258
omega_1696_42_0	omega_1696_42	98c8126a7227838f240a96d0b8d6bd52	0.834	0.6	0.234	1.272	0.83	0.442	1.017	0.684	0.333	802.094
