Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_1938_14_0	omega_1938_14	d74ed7f80909319725f081337805def3	0.846	0.594	0.252	1.275	0.765	0.51	1.059	0.727	0.332	929.098
omega_489_6_0	omega_489_6	cf7c983f9266202a75f026a3fd6666ad	0.846	0.597	0.249	1.422	0.86	0.562	0.97	0.661	0.309	836.682
omega_911_17_0	omega_911_17	7840c0d4904c2ad45772c104b914d92a	0.846	0.588	0.258	1.083	0.748	0.334	1.262	0.733	0.529	938.514
omega_978_16_0	omega_978_16	6a0bb656b8d3c69e3a6a4197a08e8acd	0.846	0.612	0.233	1.182	0.788	0.393	1.098	0.733	0.365	935.64
omega_3263_3_0	omega_3263_3	e71b0fa1c81eacc57fab470395a607ec	0.846	0.556	0.29	1.245	0.739	0.506	1.095	0.692	0.403	883.804
omega_3266_27_0	omega_3266_27	b87ace1fb8b39ca470dc72afd72a640a	0.846	0.594	0.252	1.282	0.815	0.467	1.039	0.686	0.354	871.652
omega_2177_28_0	omega_2177_28	11bc032ac2e5aae755ce194d1e395e99	0.846	0.671	0.175	1.146	0.841	0.305	1.059	0.768	0.29	980.066
omega_1695_7_0	omega_1695_7	388d2dbcc08cd8ceb91f9ed62541797a	0.845	0.638	0.207	1.273	0.862	0.411	1.006	0.711	0.295	902.081
omega_1626_41_0	omega_1626_41	576c29c71e1f0b36eb6a27b6c15c099f	0.845	0.603	0.242	1.398	0.932	0.466	0.966	0.631	0.336	794.173
omega_90_17_0	omega_90_17	306f9c61093550c4dfbfa1a772041084	0.845	0.631	0.214	1.238	0.833	0.404	1.035	0.722	0.313	918.648
omega_2746_14_0	omega_2746_14	ac048d70ab81cbdb31f8ae522254d859	0.845	0.603	0.242	1.439	0.889	0.55	0.954	0.652	0.302	823.276
omega_2955_48_0	omega_2955_48	4f47c90671590576e5cf0ef4d8abae4f	0.845	0.679	0.166	1.122	0.838	0.284	1.068	0.781	0.287	997.329
omega_3365_29_0	omega_3365_29	aa036a6558bf014d5046d19db53b994b	0.845	0.62	0.225	1.165	0.765	0.401	1.105	0.767	0.338	982.899
omega_2141_2_0	omega_2141_2	129e9bcddcd1271f2415aec78eee4468	0.845	0.62	0.224	1.287	0.832	0.455	1.016	0.709	0.307	901.897
omega_2815_8_0	omega_2815_8	5c2ac4263267d7e6d31a677716919388	0.845	0.593	0.251	1.156	0.74	0.416	1.138	0.75	0.388	961.429
omega_3441_35_0	omega_3441_35	f565f3519a3adf268499bdd835fd02f2	0.845	0.571	0.273	1.227	0.741	0.485	1.099	0.714	0.385	912.726
omega_1930_9_0	omega_1930_9	46b8fece0acf3f256a5acf264d672053	0.845	0.612	0.233	1.491	0.952	0.54	0.922	0.632	0.29	794.945
omega_114_4_0	omega_114_4	c4ab3aa77c6f6aed3877e48d52fdbd3f	0.845	0.652	0.192	1.233	0.873	0.361	1.012	0.721	0.291	915.574
omega_2941_49_0	omega_2941_49	fb86e87aab60c2ad3ac41bbd1598e726	0.845	0.599	0.246	1.318	0.828	0.49	1.014	0.684	0.33	868.391
omega_930_32_0	omega_930_32	f4fba620120f20a118db8d3bd24ff905	0.844	0.603	0.241	1.447	0.894	0.553	0.949	0.65	0.299	820.535
omega_2023_28_0	omega_2023_28	1820b3525b5d6525ae8b76ca27e09d36	0.844	0.617	0.227	1.314	0.825	0.488	1.008	0.71	0.298	902.965
omega_550_5_0	omega_550_5	812a8c8bf60de0aa740b045f5a92b938	0.844	0.709	0.135	1.209	0.901	0.308	0.963	0.769	0.194	977.941
omega_3386_21_0	omega_3386_21	bcf44718b592c8af1cd2687722405e11	0.844	0.661	0.183	1.339	0.928	0.411	0.945	0.697	0.248	880.917
omega_2322_17_0	omega_2322_17	053bb32a02ed2773adfd8fbb695d102d	0.844	0.518	0.326	1.191	0.648	0.544	1.17	0.721	0.45	929.447
omega_569_3_0	omega_569_3	2f9696c040ed63ba29e16fccf1ade189	0.844	0.578	0.266	1.381	0.811	0.57	1.001	0.668	0.333	848.099
omega_2724_6_0	omega_2724_6	f1a1a38d6305bc8fe2ce2214a899f406	0.844	0.629	0.214	1.216	0.791	0.425	1.057	0.755	0.302	965.708
omega_499_14_0	omega_499_14	e8a4020c9c7a3b15f46e05e51e015260	0.844	0.654	0.19	1.218	0.836	0.382	1.024	0.75	0.274	955.98
omega_1146_47_0	omega_1146_47	96da416c79af8257846b2beb53c9b701	0.844	0.646	0.197	1.275	0.839	0.435	1.003	0.737	0.265	939.043
omega_1265_32_0	omega_1265_32	be829f49f4557991f3b8a00bfafb12c9	0.844	0.615	0.228	1.281	0.844	0.438	1.018	0.694	0.323	881.484
omega_1298_5_0	omega_1298_5	256b08fbe6de0da8b99bd3eedd1f64e3	0.844	0.595	0.248	1.567	0.882	0.685	0.927	0.647	0.28	817.025
omega_2979_38_0	omega_2979_38	198956ce309c953a7e4148294ad0f721	0.843	0.638	0.205	1.27	0.856	0.414	1.003	0.715	0.288	908.335
omega_1223_9_0	omega_1223_9	8877ca9cdffe45399dc780679f096ef5	0.843	0.679	0.164	1.215	0.879	0.336	0.991	0.749	0.243	952.181
omega_1397_4_0	omega_1397_4	216209835614528d26c7908d9d032cf5	0.843	0.572	0.27	1.33	0.824	0.505	1.02	0.652	0.368	826.295
omega_34_46_0	omega_34_46	a58348f116323fea4d4def648190b12c	0.843	0.601	0.241	1.195	0.768	0.427	1.092	0.735	0.357	939.75
omega_2095_25_0	omega_2095_25	adeb7ba72bb6f11dac5ed6e4940cd77f	0.843	0.652	0.19	1.208	0.877	0.331	1.027	0.718	0.31	910.54
omega_265_2_0	omega_265_2	9f3981007b2f0062b13b3fd022126228	0.843	0.613	0.229	1.177	0.772	0.405	1.095	0.749	0.346	959.039
omega_1824_41_0	omega_1824_41	3430270e7c7d32851824b6954a689611	0.843	0.592	0.25	1.31	0.823	0.487	1.019	0.679	0.34	861.92
omega_2722_13_0	omega_2722_13	06c1394b65d6d1cb246ce88970349ed1	0.843	0.652	0.19	1.305	0.838	0.468	0.99	0.746	0.243	950.923
omega_931_10_0	omega_931_10	95790610cdd08690d1019e3c9b5d386e	0.843	0.621	0.221	1.267	0.849	0.418	1.019	0.699	0.32	887.02
omega_95_23_0	omega_95_23	f228dd6dbfc5d056604c78a5c07a13e2	0.842	0.65	0.192	1.187	0.846	0.341	1.043	0.738	0.305	938.849
omega_43_11_0	omega_43_11	48bf307e1f7152db5a30b109ff2e74b4	0.842	0.633	0.209	1.287	0.904	0.383	0.994	0.679	0.315	858.443
omega_861_47_0	omega_861_47	3a4813514ecb3dab1d07a068a63c4aa0	0.842	0.584	0.259	1.366	0.808	0.558	1.003	0.677	0.325	860.574
omega_533_48_0	omega_533_48	43b78cb879912c0288ff14e31f1237cc	0.842	0.632	0.21	1.316	0.86	0.456	0.985	0.705	0.28	894.846
omega_720_41_0	omega_720_41	ef8684d8f50170f594da84d9c27cf652	0.842	0.606	0.237	1.334	0.815	0.519	1.005	0.702	0.303	893.58
omega_3099_19_0	omega_3099_19	82b93ae15d076c12a487abe6d98da268	0.842	0.601	0.242	1.281	0.808	0.472	1.031	0.7	0.331	891.109
omega_2105_48_0	omega_2105_48	787e5c46a5a7f197025eeade1366cd73	0.842	0.626	0.216	1.338	0.894	0.444	0.973	0.675	0.297	854.202
omega_2027_2_0	omega_2027_2	efe0b5eac1513d5cde5e0bd3ccb162f8	0.842	0.614	0.228	1.305	0.825	0.48	1.009	0.706	0.303	897.549
omega_2623_3_0	omega_2623_3	38b5f869f6b28fe98ef8d438aed669e3	0.842	0.551	0.29	1.379	0.823	0.556	1.004	0.625	0.378	791.16
omega_1349_8_0	omega_1349_8	bba93f7219837a02afad512f308c3afb	0.842	0.616	0.225	1.344	0.807	0.537	1.003	0.723	0.28	921.529
omega_1093_6_0	omega_1093_6	07c5f7aeb64fc353e9e3c329c7d43380	0.842	0.656	0.186	1.366	0.918	0.448	0.938	0.697	0.241	881.378
omega_1157_43_0	omega_1157_43	8c0ea5e522570ccc0ec6f691ba400444	0.842	0.523	0.318	1.364	0.71	0.654	1.049	0.666	0.383	850.786
omega_2657_19_0	omega_2657_19	6e87c7288bfbb7bc94f0efb2e4fa5bf8	0.842	0.6	0.241	1.323	0.8	0.523	1.015	0.706	0.309	899.555
omega_425_29_0	omega_425_29	9288b7ef77c13ff6b3e8a380dff2588d	0.842	0.592	0.249	1.497	0.877	0.621	0.94	0.646	0.294	816.173
omega_2787_50_0	omega_2787_50	8681a7f330e62e7828309a3f5366e57b	0.841	0.644	0.197	1.276	0.874	0.402	0.989	0.71	0.279	900.507
omega_347_33_0	omega_347_33	1cae917554e9faf7562d6c5347cadca8	0.841	0.647	0.194	1.348	0.884	0.464	0.957	0.708	0.25	897.059
omega_661_11_0	omega_661_11	a137b9250196e9fbc4240ab562e3b7c6	0.841	0.618	0.223	1.27	0.837	0.433	1.018	0.703	0.315	892.835
omega_3000_47_0	omega_3000_47	9a788adc9e2676a7666da339a959a479	0.841	0.553	0.288	1.114	0.63	0.483	1.234	0.818	0.416	1066.427
omega_2287_12_0	omega_2287_12	2aa24ab4ea8629ce65d6e04922e710a3	0.841	0.644	0.197	1.214	0.833	0.382	1.029	0.74	0.288	943.18
omega_850_3_0	omega_850_3	77dce8931e457f73a0d451ad65d543fe	0.841	0.584	0.257	1.301	0.785	0.516	1.034	0.695	0.339	885.277
omega_2090_15_0	omega_2090_15	4ddc75e154d7e164d39989cf628c9933	0.841	0.585	0.256	1.429	0.876	0.553	0.96	0.638	0.323	805.224
omega_2024_5_0	omega_2024_5	6045a96af985ebf79f2218cc011b3456	0.841	0.621	0.22	1.304	0.839	0.465	0.999	0.705	0.294	896.0
omega_1740_39_0	omega_1740_39	85f88d928dca4f1abebb611988ab3e73	0.841	0.649	0.191	1.369	0.936	0.433	0.935	0.68	0.255	858.131
omega_1264_24_0	omega_1264_24	bf4b9b0ea10dcadac8465d369da62209	0.841	0.65	0.191	1.077	0.796	0.281	1.153	0.779	0.374	997.497
omega_9_17_0	omega_9_17	51032590b074fdfce4fab6bd5d73c98e	0.841	0.645	0.196	1.3	0.869	0.431	0.978	0.714	0.264	906.621
omega_3398_2_0	omega_3398_2	e2e650fc0ff3affe6d004cd74810abd8	0.84	0.571	0.27	1.484	0.879	0.605	0.947	0.619	0.327	781.288
omega_3465_2_0	omega_3465_2	8d7f57f88e4634999d182567d110f6b5	0.84	0.634	0.206	1.266	0.843	0.422	1.006	0.719	0.287	914.392
omega_377_9_0	omega_377_9	5dde26099635944c45bbab3e28c337cd	0.84	0.603	0.237	1.29	0.834	0.456	1.017	0.685	0.331	869.887
omega_101_27_0	omega_101_27	dffa921e38607224292e920066e30e45	0.84	0.681	0.16	1.271	0.88	0.391	0.963	0.75	0.213	954.016
omega_1175_18_0	omega_1175_18	cc0729fca7633a7d846ae29f79c1b262	0.84	0.627	0.213	1.254	0.819	0.434	1.023	0.728	0.295	927.294
omega_2214_33_0	omega_2214_33	98222c9dccc032a1718e3864bdefe09f	0.84	0.64	0.2	1.211	0.801	0.409	1.042	0.761	0.282	972.258
omega_1796_18_0	omega_1796_18	e9bb3b76155d9c3615c191db3bd62b81	0.84	0.576	0.265	1.279	0.816	0.462	1.043	0.661	0.382	838.66
omega_1302_17_0	omega_1302_17	0a0a886cdae4ef9527dba267814add31	0.84	0.68	0.16	1.246	0.916	0.329	0.963	0.725	0.238	918.72
omega_3298_7_0	omega_3298_7	cb84a1182567da689ee27a75f5099107	0.84	0.676	0.164	1.164	0.873	0.291	1.023	0.75	0.274	953.835
omega_2636_30_0	omega_2636_30	4abe050365db230a7de4b99d5b587288	0.84	0.628	0.212	1.288	0.842	0.446	1.0	0.712	0.288	904.362
omega_834_1_0	omega_834_1	1262c18ab4d2f23bd1bee596c4fdb3c2	0.84	0.632	0.208	1.327	0.926	0.4	0.968	0.666	0.302	840.253
omega_2275_35_0	omega_2275_35	f08a426303d67f5d0d0374dd8491df71	0.84	0.596	0.244	1.428	0.908	0.52	0.95	0.635	0.315	800.34
omega_2597_22_0	omega_2597_22	c54e53491cc086d25f859a3e00521cde	0.84	0.61	0.23	1.237	0.822	0.415	1.043	0.703	0.339	894.222
omega_785_11_0	omega_785_11	3e564bf1626553eab443aa6dcda6aced	0.84	0.618	0.222	1.341	0.859	0.482	0.979	0.688	0.291	872.405
omega_417_3_0	omega_417_3	f99b9e7a094bdbd8ea962a44aa0da25f	0.84	0.647	0.193	1.135	0.76	0.375	1.097	0.813	0.284	1046.603
omega_3057_4_0	omega_3057_4	148374b5430d53fa13110798eef57697	0.84	0.597	0.243	1.255	0.802	0.453	1.044	0.7	0.344	890.553
omega_3155_24_0	omega_3155_24	867c054707dc66dfe507334c91541c55	0.84	0.605	0.234	1.211	0.782	0.429	1.068	0.728	0.34	929.875
omega_2292_5_0	omega_2292_5	b8cc6eda2e61ad413815ee0731563ebb	0.84	0.625	0.214	1.258	0.918	0.34	1.029	0.662	0.366	836.109
omega_2717_36_0	omega_2717_36	3281b549d5ea7dbf5cf4758593de225a	0.839	0.592	0.248	1.333	0.794	0.539	1.013	0.699	0.314	889.747
omega_2350_29_0	omega_2350_29	490ce13f1868a2618cea19177ca24300	0.839	0.578	0.261	1.429	0.844	0.585	0.968	0.647	0.321	818.625
omega_848_1_0	omega_848_1	b57aa0a4e18d4dd9572ba1ed868944a1	0.839	0.565	0.274	1.377	0.844	0.533	0.992	0.631	0.361	797.521
omega_376_46_0	omega_376_46	959b819639358a679234346032a589ee	0.839	0.614	0.225	1.198	0.808	0.39	1.066	0.719	0.346	916.595
omega_1530_19_0	omega_1530_19	c399e878dc82d2869a69486e0a319454	0.839	0.658	0.182	1.349	0.914	0.435	0.938	0.701	0.238	886.83
omega_1809_23_0	omega_1809_23	4d5f6bddc42d6283b527f1b49fe9f2b2	0.839	0.581	0.258	1.22	0.785	0.434	1.079	0.691	0.388	880.589
omega_1358_21_0	omega_1358_21	803bf2b25bd4f30431502fcd69d684b3	0.839	0.637	0.202	1.283	0.869	0.414	0.987	0.705	0.282	894.546
omega_2672_23_0	omega_2672_23	6ff71b63e1486976888a8055f1010dee	0.839	0.596	0.242	1.424	0.867	0.557	0.957	0.656	0.3	830.196
omega_1795_6_0	omega_1795_6	4e126c172633955420e0b072dd3fb224	0.839	0.569	0.27	1.512	0.939	0.573	0.929	0.59	0.338	741.565
omega_1109_3_0	omega_1109_3	8e04ca910ad34f27a63b17002061f0dc	0.839	0.653	0.185	1.131	0.808	0.324	1.076	0.774	0.303	989.554
omega_987_2_0	omega_987_2	7cfc61eae528526efb99eb8eed810edb	0.839	0.597	0.241	1.305	0.827	0.477	1.011	0.682	0.328	866.158
omega_759_38_0	omega_759_38	a6424549b48d9931e0bf94c894c7be2c	0.839	0.604	0.234	1.091	0.716	0.375	1.18	0.795	0.384	1025.634
omega_2484_40_0	omega_2484_40	38f369b8081b302577e9333a743c7e79	0.839	0.625	0.214	1.273	0.826	0.447	1.01	0.719	0.291	915.372
omega_3304_1_0	omega_3304_1	b29f0209d36f0241fed2b8294f380556	0.838	0.637	0.201	1.249	0.86	0.388	1.006	0.711	0.295	902.095
omega_2284_1_0	omega_2284_1	0814ececeeb0497b072094c70f761ebf	0.838	0.649	0.189	1.168	0.831	0.337	1.049	0.748	0.301	953.643
omega_247_35_0	omega_247_35	5435a69ce2c96bd64febaadb41ac6723	0.838	0.574	0.265	1.162	0.69	0.472	1.149	0.773	0.377	996.882
omega_2932_50_0	omega_2932_50	b0d79e027131467aa14108118b44f529	0.838	0.644	0.194	1.115	0.76	0.355	1.109	0.809	0.3	1040.484
omega_457_34_0	omega_457_34	3e60aa56f63bc832d1e171d8a702fc7d	0.838	0.603	0.235	1.57	0.915	0.655	0.907	0.639	0.268	805.692
omega_473_46_0	omega_473_46	ca3f6270a1157ab386a3702481fcf1ef	0.838	0.613	0.225	1.336	0.877	0.459	0.977	0.671	0.306	849.265
omega_2222_32_0	omega_2222_32	81fd055055d938faabb2aa336b63913f	0.838	0.564	0.275	1.261	0.77	0.491	1.062	0.678	0.384	863.092
omega_1952_26_0	omega_1952_26	7d70ebe8f77f700068beaa5ebe1425ec	0.838	0.612	0.227	1.187	0.865	0.322	1.109	0.676	0.433	856.423
omega_3078_38_0	omega_3078_38	8a0f6c74f22cb261dc53cccab807609b	0.838	0.583	0.256	1.237	0.8	0.437	1.063	0.682	0.381	867.221
omega_1861_10_0	omega_1861_10	215f7ae479567f2a1bc103afb65d2ebb	0.838	0.587	0.252	1.304	0.798	0.506	1.023	0.689	0.333	876.767
omega_2602_38_0	omega_2602_38	eae4989f7a425d8789b84e6445eb6ec2	0.838	0.644	0.194	1.177	0.837	0.341	1.047	0.737	0.31	938.649
omega_503_26_0	omega_503_26	62336ba69afc0cf5860e28fa04807e6e	0.838	0.618	0.22	1.298	0.823	0.475	1.003	0.713	0.29	907.565
omega_2333_3_0	omega_2333_3	852199d12093a6503b98b4ea898eedfb	0.838	0.576	0.263	1.264	0.767	0.498	1.055	0.698	0.357	889.871
omega_2329_25_0	omega_2329_25	b2b2d22c4e45f24c03b292e32b9bc34a	0.838	0.602	0.236	1.217	0.773	0.445	1.067	0.731	0.335	934.586
omega_829_50_0	omega_829_50	34740daa30834bdb5ffbcc4b2f3504fd	0.838	0.628	0.21	1.278	0.852	0.427	0.998	0.705	0.292	895.381
omega_3458_1_0	omega_3458_1	a9dd25843ba53e62ef083a93fb5d47a5	0.838	0.647	0.191	1.235	0.844	0.391	1.007	0.735	0.272	935.253
omega_1912_7_0	omega_1912_7	8752ee2991210dde5ec0a82715483a06	0.838	0.571	0.267	1.433	0.891	0.541	0.958	0.614	0.344	773.32
omega_1392_10_0	omega_1392_10	f1b2c8b17f50d0555270cace57e9268d	0.838	0.547	0.291	1.567	0.848	0.719	0.934	0.606	0.328	764.919
omega_2783_41_0	omega_2783_41	6f69f3201615e5b91810a78437b47c10	0.838	0.615	0.223	1.279	0.815	0.464	1.014	0.714	0.3	909.529
omega_1998_2_0	omega_1998_2	26d3be7b3e6fb2bf0f04fcffaa966143	0.837	0.676	0.161	1.218	0.895	0.322	0.978	0.734	0.244	932.072
omega_433_15_0	omega_433_15	086a7d105501d9286455516aa64aa94f	0.837	0.594	0.243	1.225	0.808	0.416	1.06	0.692	0.368	879.883
omega_536_50_0	omega_536_50	ccaf76f931242e82a2be1f80cb7d9354	0.837	0.603	0.234	1.185	0.783	0.402	1.084	0.724	0.359	924.852
omega_1434_43_0	omega_1434_43	2aa291ee027d97111f94ad96879edf1c	0.837	0.622	0.215	1.258	0.841	0.417	1.013	0.705	0.308	896.089
omega_235_10_0	omega_235_10	b1e47447722ad5f63104e19aa301985e	0.837	0.626	0.212	1.17	0.788	0.382	1.074	0.752	0.322	961.677
omega_1150_27_0	omega_1150_27	11e8a1e5f5eb1c7cbe88589234bf86e0	0.837	0.575	0.262	1.323	0.808	0.515	1.014	0.666	0.348	845.737
omega_2034_49_0	omega_2034_49	33e19af8b59864166e0c76c50f556a61	0.837	0.594	0.243	1.273	0.809	0.463	1.029	0.69	0.339	877.73
omega_2663_1_0	omega_2663_1	876414debf3de4f47e03428185e9b0bd	0.837	0.616	0.221	1.388	0.881	0.507	0.953	0.672	0.282	850.016
omega_3368_7_0	omega_3368_7	b920c1a7095a263626bd6690e30402b5	0.837	0.607	0.23	1.255	0.783	0.473	1.04	0.73	0.31	931.891
omega_561_3_0	omega_561_3	249a066ebbc592adfcb3494b5d683d46	0.837	0.569	0.268	1.391	0.861	0.53	0.978	0.626	0.352	790.385
omega_3184_9_0	omega_3184_9	dd6f395f969b5c9555035fb023353150	0.837	0.592	0.245	1.295	0.814	0.482	1.017	0.685	0.332	870.155
omega_1495_4_0	omega_1495_4	ee3961419192f8f28219f3d44ba0f3f1	0.837	0.636	0.2	1.246	0.854	0.392	1.005	0.714	0.291	907.413
omega_3053_2_0	omega_3053_2	114209072bd1ec78caa0d1915395d360	0.837	0.562	0.275	1.221	0.741	0.48	1.091	0.7	0.391	893.934
omega_2972_15_0	omega_2972_15	3d6430cef14d8e780810d8b007fb74ce	0.837	0.591	0.246	1.496	0.932	0.564	0.921	0.618	0.303	777.166
omega_3314_8_0	omega_3314_8	98d97fbbee9219de72984af6e9e2054b	0.837	0.688	0.149	1.209	0.899	0.31	0.968	0.745	0.223	945.944
omega_1637_21_0	omega_1637_21	fe84aa4c68ee37a0e4b4ea9c2e8784b3	0.837	0.547	0.289	1.438	0.849	0.588	0.969	0.606	0.363	764.713
omega_2819_36_0	omega_2819_36	3d735e143853958f9ab36f9c9b4d2775	0.837	0.634	0.202	1.301	0.884	0.418	0.974	0.692	0.282	876.355
omega_491_42_0	omega_491_42	294115f5dd63d8b367e108c4b7602216	0.836	0.614	0.223	1.376	0.882	0.494	0.957	0.668	0.289	845.338
omega_3223_45_0	omega_3223_45	e60b171f9222c95372d03906c31c2f7b	0.836	0.555	0.281	1.379	0.809	0.57	0.996	0.639	0.357	809.661
omega_3_26_0	omega_3_26	f5ad612da9d8c89c675981e56eec9332	0.836	0.661	0.175	1.237	0.873	0.364	0.984	0.731	0.253	928.677
omega_822_50_0	omega_822_50	a4ab2016219fa7c953a75831eb64afc7	0.836	0.621	0.215	1.139	0.767	0.373	1.103	0.766	0.337	981.9
omega_1947_20_0	omega_1947_20	ecd520914f3048be75cf6fa914e2d6cc	0.836	0.657	0.18	1.08	0.773	0.307	1.115	0.813	0.302	1045.633
omega_1702_37_0	omega_1702_37	017d49eedd29ee251e06163b5d3046eb	0.836	0.59	0.246	1.194	0.826	0.368	1.101	0.673	0.427	854.42
omega_3352_33_0	omega_3352_33	804703e9005d2a4b06b2384a032332f7	0.836	0.622	0.214	1.374	0.843	0.531	0.968	0.704	0.264	893.619
omega_2003_25_0	omega_2003_25	6ac9791774af359055af66edb719497d	0.836	0.602	0.234	1.425	0.887	0.539	0.945	0.652	0.293	824.132
omega_1951_2_0	omega_1951_2	389c1a7e6b277dceef1b3ea2680715f2	0.836	0.546	0.29	1.569	0.943	0.626	0.916	0.564	0.352	707.315
omega_2266_48_0	omega_2266_48	d19c426acfa68bdee7dbc85148b08467	0.836	0.6	0.236	1.203	0.764	0.439	1.075	0.736	0.339	940.931
omega_1655_34_0	omega_1655_34	ee7fc1f1089b1949ab90edd4769bdc9e	0.836	0.591	0.245	1.245	0.826	0.419	1.046	0.675	0.371	856.46
omega_3268_11_0	omega_3268_11	a2be7ac389531dfd1d1000e8d7b3771d	0.836	0.624	0.212	1.221	0.779	0.442	1.047	0.758	0.289	970.197
omega_998_44_0	omega_998_44	825f6ff090a837bd9dcf6f7985e68b9d	0.836	0.641	0.194	1.384	0.881	0.503	0.943	0.702	0.24	890.217
omega_2624_20_0	omega_2624_20	7f9b8b002d0dbdf7b2e8d30e3434479b	0.836	0.599	0.237	1.484	0.937	0.548	0.919	0.624	0.295	785.309
omega_2393_23_0	omega_2393_23	6b73bc71288efb12cc182f6eb09e3413	0.836	0.638	0.198	1.335	0.898	0.437	0.953	0.687	0.266	869.607
omega_2417_42_0	omega_2417_42	6fb00a6a697ce554167458e96964647f	0.836	0.51	0.326	1.136	0.631	0.505	1.205	0.727	0.478	940.13
omega_1675_29_0	omega_1675_29	85228c5f432f4821c09f89c5c20a612d	0.835	0.683	0.152	1.197	0.885	0.312	0.979	0.75	0.229	953.333
omega_2179_1_0	omega_2179_1	bbbee91318bc57e5b5293f72b7eef880	0.835	0.685	0.15	1.142	0.88	0.262	1.016	0.756	0.26	961.602
omega_2479_30_0	omega_2479_30	2327b67f36209388357e86f043b78725	0.835	0.576	0.259	1.292	0.773	0.519	1.034	0.694	0.34	884.423
omega_2410_42_0	omega_2410_42	20203e60fb58ef5b23f893a07497ddd9	0.835	0.61	0.226	1.266	0.8	0.466	1.024	0.719	0.304	916.961
omega_1166_5_0	omega_1166_5	d40a46e42c58cf8dc04535dd86be0ed1	0.835	0.663	0.172	1.235	0.881	0.354	0.979	0.728	0.251	924.755
omega_272_11_0	omega_272_11	5fe5cf59496de3a2eb8d59d1ff0be88d	0.835	0.627	0.208	1.201	0.835	0.366	1.041	0.715	0.325	909.893
omega_2951_1_0	omega_2951_1	67a0416e40a0d9059ebd321974091882	0.835	0.611	0.224	1.198	0.807	0.391	1.059	0.715	0.344	911.32
omega_1198_1_0	omega_1198_1	337d6b355f1b8d942aa88f8dc1727ac1	0.835	0.578	0.256	1.508	0.929	0.578	0.92	0.605	0.315	760.601
omega_2106_7_0	omega_2106_7	77f8866e0ddfe529896aad4151ba7c83	0.835	0.605	0.229	1.343	0.881	0.462	0.972	0.659	0.313	833.673
omega_2544_49_0	omega_2544_49	238bba75f0aeb5af8383c8d517111f5c	0.835	0.596	0.238	1.363	0.855	0.508	0.973	0.663	0.31	839.632
omega_613_29_0	omega_613_29	7bb3c2f242f1f4b9638e6baf7eb24234	0.835	0.584	0.25	1.412	0.844	0.568	0.964	0.655	0.309	829.371
omega_2557_22_0	omega_2557_22	68e2581f7168f6152eb80eab8b928fc3	0.835	0.611	0.223	1.001	0.685	0.316	1.283	0.85	0.432	1104.956
omega_3070_15_0	omega_3070_15	83f9d0e3e7f4a5690f3a160e30ad3a6a	0.835	0.528	0.307	1.334	0.784	0.55	1.027	0.618	0.409	782.423
omega_2303_35_0	omega_2303_35	8098e6378aae22b6dc65f86a8afbdfe1	0.835	0.587	0.248	1.331	0.871	0.46	0.992	0.643	0.349	812.125
omega_1123_11_0	omega_1123_11	ee5ae78b1fe8a9649043f407ee617115	0.835	0.656	0.179	1.206	0.811	0.395	1.02	0.774	0.246	989.593
omega_1939_34_0	omega_1939_34	59f9805ae1f8036e712fb470e6611950	0.834	0.558	0.276	1.469	0.882	0.587	0.946	0.603	0.343	760.003
omega_109_9_0	omega_109_9	6574654cddcba4375752eb21e3f1d56e	0.834	0.596	0.238	1.402	0.86	0.542	0.959	0.661	0.298	836.197
omega_3409_5_0	omega_3409_5	79bdac535f1dcbb8d5ef70a6cecd021b	0.834	0.606	0.229	1.256	0.844	0.412	1.022	0.682	0.34	865.066
omega_2058_27_0	omega_2058_27	42eab6c4125d0327847dc380c65e28c0	0.834	0.628	0.207	1.256	0.821	0.435	1.01	0.728	0.282	926.764
omega_378_3_0	omega_378_3	98419a7a0d222dffc829412b922288f3	0.834	0.626	0.208	1.305	0.879	0.426	0.975	0.685	0.289	867.563
omega_1915_10_0	omega_1915_10	1f1fdebe01cc1e1e4624f9f434add7c9	0.834	0.606	0.228	1.231	0.807	0.424	1.039	0.709	0.33	902.677
omega_590_13_0	omega_590_13	ff54156c7094d513704bdcd8ad2b8320	0.834	0.624	0.21	1.249	0.841	0.409	1.01	0.708	0.302	899.59
omega_2931_7_0	omega_2931_7	9b79e4c7609fe5bc3a2f51fe163bea76	0.834	0.534	0.3	1.402	0.745	0.657	1.009	0.654	0.355	832.611
omega_2311_42_0	omega_2311_42	1188502c5d2a1a019b78eec3c08e469c	0.834	0.627	0.207	1.379	0.891	0.489	0.943	0.679	0.264	859.68
omega_3101_41_0	omega_3101_41	131c98d5ab8d3cdafd6f99d7edde31c9	0.834	0.59	0.244	1.22	0.796	0.424	1.06	0.695	0.365	884.766
omega_1438_47_0	omega_1438_47	fc0c0fb516bc605cec2b55921dc949d0	0.834	0.612	0.222	1.263	0.855	0.409	1.01	0.683	0.327	865.569
omega_255_3_0	omega_255_3	612164bc2049da48e3c3b7ee97761f02	0.834	0.64	0.193	1.339	0.899	0.44	0.946	0.69	0.256	872.946
omega_1321_2_0	omega_1321_2	0404e4c88694d763fb7df8539f3932ed	0.834	0.606	0.227	1.743	1.048	0.695	0.843	0.59	0.253	738.27
